0.126	1.11	0.11	68.33	0.34270429975155	0.0738299348658146	0.0339548313449874	8.9354	0.5418	0.7223
0.126	1.11	0.11	82.35	0.197162598204265	0.0601851851851852	0.021692620650954	5.7024	0.2823	0.3494
0.126	1.11	0.11	97.13	0.156089289189114	0.0693019764823618	0.0305228921691268	3.5973	0.204	0.2525
0.126	1.11	0.11	112.2	0.129091216787951	0.0874936537485192	0.0332712810966323	2.9545	0.2122	0.1979
0.126	1.11	0.11	127.27	0.0971966205837173	0.084331797235023	0.0332565284178187	2.604	0.1803	0.2255
0.126	1.11	0.11	142.33	0.188889914182892	0.0790347882255237	0.0247300913536957	2.1674	0.1402	0.1421
0.126	1.11	0.11	157.4	-0.0343974717171255	0.0817569733889067	0.0183666926212614	2.1833	0.1464	0.1295
0.126	1.11	0.11	172.47	0.0834732183732642	0.10702477236889	0.0574800345897553	1.9659	0.1725	0.1965
0.126	1.11	0.11	187.53	0.202625137165527	0.0860555414872964	0.0447792690132523	2.3694	0.1673	0.2242
0.126	1.11	0.11	202.6	0.0450496665578511	0.0784405167187427	0.0391269878281957	2.1443	0.1377	0.1475
0.126	1.11	0.11	217.67	-0.0600716672706043	0.0798405604541611	0.0293513709385191	2.4837	0.1629	0.2342
0.126	1.11	0.11	232.73	-0.100975353110203	0.093771500263062	0.0522886397668866	2.4709	0.1904	0.184
0.126	1.11	0.11	247.8	-0.236388987969779	0.0702681669314829	0.0348584584454749	3.0839	0.1776	0.2447
0.126	1.11	0.11	262.87	-0.294037031637265	0.0673275987753317	0.0346697769354133	3.4295	0.1893	0.2189
0.126	1.11	0.11	277.65	-0.102361474391081	0.0659654590312946	0.0262674606266348	5.3907	0.2922	0.372
0.126	1.11	0.11	291.67	0.00492621695191704	0.0756785946505912	0.0278711469158796	9.0739	0.5655	0.942
0.126	1.11	0.15	68.12	0.134243435999763	0.0968054211035818	0.0386036311911018	5.0617	0.4033	0.2938
0.126	1.11	0.15	82.03	0.158300912047962	0.077492187001722	0.0381401875119587	3.1358	0.1995	0.4105
0.126	1.11	0.15	97.11	0.142554043234588	0.0741793434747798	0.0369495596477182	2.498	0.1521	0.1694
0.126	1.11	0.15	112.18	0.247890472198938	0.0913104219055602	0.0359877060631461	1.7895	0.134	0.1277
0.126	1.11	0.15	127.26	0.298959107806691	0.103494423791822	0.0414869888475836	1.345	0.1137	0.1315
0.126	1.11	0.15	142.33	0.0812384813859196	0.0837449318098046	0.028971618134906	1.3565	0.0931	0.1128
0.126	1.11	0.15	157.4	0.0466696873584051	0.0850324724361879	0.0101193173236671	1.3242	0.0923	0.0954
0.126	1.11	0.15	172.47	-0.106860809476802	0.106120434353406	0.0650707469562356	1.2156	0.1056	0.1697
0.126	1.11	0.15	187.53	-0.136550476816837	0.0997204866820125	0.0221966458401842	1.2164	0.0995	0.1079
0.126	1.11	0.15	202.6	-0.0331325301204819	0.0875936177140997	0.0326440898730055	1.2284	0.0879	0.0807
0.126	1.11	0.15	217.67	0.00713348638897999	0.0895375532961627	0.0217284355526402	1.2196	0.0892	0.067
0.126	1.11	0.15	232.74	-0.439637826961771	0.105418223627479	0.0661109514228227	1.3916	0.1202	0.0865
0.126	1.11	0.15	247.82	-0.186862093520057	0.0894255874673629	0.0267030619511037	1.6852	0.1232	0.1837
0.126	1.11	0.15	262.89	-0.322736919811756	0.0775122266309864	0.0363107871182061	2.1674	0.1379	0.1314
0.126	1.11	0.15	277.97	-0.109680798279949	0.0734604994762666	0.0238987816307404	3.6278	0.2195	0.2482
0.126	1.11	0.15	291.88	-0.163930674323284	0.0942304891496577	0.0402180471464536	4.8063	0.3726	0.3976
0.126	1.11	0.2	67.53	0.0301375915172936	0.126293865185559	0.0415299166877051	3.1688	0.3298	0.4738
0.126	1.11	0.2	82	0.128435942774474	0.0943980067513262	0.0301800353640894	2.4884	0.1935	0.1799
0.126	1.11	0.2	97.09	0.131512453375045	0.0942726507038864	0.0456623751654434	1.6622	0.1287	0.1248
0.126	1.11	0.2	112.17	0.297825911258385	0.107492119938576	0.0406530348339125	1.2373	0.1092	0.1257
0.126	1.11	0.2	127.25	-0.0672493323622238	0.133891721291576	0.0394513231366837	0.8238	0.0904	0.1178
0.126	1.11	0.2	142.32	-0.117962466487936	0.109664241031533	0.0164687859057832	0.7833	0.0705	0.1369
0.126	1.11	0.2	157.39	0.139667938074938	0.10062822526363	0.0280457706977788	0.8914	0.0736	0.0575
0.126	1.11	0.2	172.46	-0.0277027027027027	0.129324324324324	0.0285135135135135	0.74	0.0786	0.0817
0.126	1.11	0.2	187.54	0.0866181270399197	0.131684659804168	0.0480793371830279	0.7966	0.086	0.1386
0.126	1.11	0.2	202.61	0.0524786048764734	0.117875020184079	0.0479573712255773	0.6193	0.0598	0.053
0.126	1.11	0.2	217.68	-0.0987835850822082	0.107739607004411	0.0348883839058949	0.7481	0.0658	0.0948
0.126	1.11	0.2	232.75	-0.166147567393406	0.122006229191279	0.0417785415100419	0.9311	0.0931	0.0677
0.126	1.11	0.2	247.83	-0.305305305305305	0.117817817817818	0.0553553553553554	0.999	0.0967	0.1017
0.126	1.11	0.2	262.91	-0.165299479166667	0.0962239583333333	0.0251302083333333	1.536	0.1214	0.1171
0.126	1.11	0.2	278	-0.123446019629226	0.102944383860414	0.0401308615049073	1.834	0.1551	0.361
0.126	1.11	0.2	292.47	-0.172915560276155	0.122711984422022	0.0523632501327669	2.8245	0.2851	0.396
0.126	1.11	0.26	55.41	-0.140613078407612	0.156680579866254	0.0464521341052915	2.2281	0.2864	0.3472
0.126	1.11	0.26	66.94	0.118675578770307	0.112566951440839	0.0502855119295295	2.2591	0.2104	0.2915
0.126	1.11	0.26	81.98	0.267619436504696	0.108044099632503	0.0236831359738669	1.2245	0.1087	0.1177
0.126	1.11	0.26	97.08	0.271666032229413	0.109376982616419	0.0426341834792539	0.7881	0.0707	0.0826
0.126	1.11	0.26	112.16	0.166730158730159	0.102349206349206	0.0382222222222222	0.7875	0.0663	0.1246
0.126	1.11	0.26	127.24	0.260779902512186	0.136482939632546	0.0386201724784402	0.5334	0.0598	0.0721
0.126	1.11	0.26	142.32	-0.06	0.118556701030928	0.0235051546391753	0.485	0.0471	0.0294
0.126	1.11	0.26	157.39	-0.0890103455006832	0.109896544993168	0.0255709545188366	0.5123	0.0463	0.0366
0.126	1.11	0.26	172.46	0.0589129608513873	0.119916381603953	0.0515013302926644	0.5262	0.0519	0.0413
0.126	1.11	0.26	187.54	-0.0531552762503273	0.15553809897879	0.0458235140089029	0.3819	0.0485	0.0333
0.126	1.11	0.26	202.61	0.172413793103448	0.122906403940887	0.0450738916256158	0.406	0.0409	0.0524
0.126	1.11	0.26	217.68	-0.17987012987013	0.114718614718615	0.0437229437229437	0.462	0.0435	0.0453
0.126	1.11	0.26	232.76	-0.103320411259059	0.118658351592786	0.0365750884881173	0.5933	0.0578	0.0636
0.126	1.11	0.26	247.84	-0.122025407049562	0.135802469135802	0.0567185543030954	0.5589	0.0621	0.0552
0.126	1.11	0.26	262.92	-0.132741294695022	0.106800654358495	0.0491937368544052	0.8558	0.0749	0.0672
0.126	1.11	0.26	278.02	-0.324241672865526	0.100669476816266	0.0485164063145715	1.2099	0.1	0.2443
0.126	1.11	0.26	293.06	-0.39728114379468	0.119125747099496	0.0866049455056838	1.7066	0.1666	0.2957
0.126	1.11	0.26	304.59	-0.115299787616403	0.159124326090508	0.0576703153079562	2.4484	0.3194	0.3525
